Language,code,Samples,Glottocode,Genus,Subfamily,Family,Area,Type_wdef,Type_simp,Type_yn,Exist_Dem,Gender_Dem,Number_Dem,Case_Dem,Def_Dem,Person_Dem,Clf_Dem,Exist_Num,Gender_Num,Number_Num,Case_Num,Def_Num,Person_Num,Clf_Num,Exist_Adj,Gender_Adj,Number_Adj,Case_Adj,Def_Adj,Person_Adj,Clf_Adj,28A,49A,51A,33A,21A,34A,30A,31A,32A,55A,87A,88A,89A,86A,90A
Ungarinjin,ung,"['WALS-174', 'WALS-200']",ngar1284,Worrorran,,Worrorran,Australia,uniform,uniform,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,No case marking,8-9 cases,Postpositional clitics,Plural complete reduplication,--,--,--,--,--,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,No dominant order,Noun-Relative clause
Squamish,squ,"['WALS-174', 'WALS-200']",squa1248,Central Salish,,Salishan,North America,indeterminate-1cat-clf,indeterminate,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,2 cases,Prepositional clitics,--,Monoexponential case,--,--,--,--,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Mixed
Murle,mrl,"['WALS-174', 'WALS-200']",murl1244,Surmic,,Eastern Sudanic,Africa,indeterminate-1ft,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,Core cases only,4 cases,Case suffixes,Plural suffix,--,--,None,No gender,No gender,--,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause
Maranungku,mku,"['WALS-174', 'WALS-200']",mara1386,Wagaydy,,Western Daly,Australia,indeterminate-minimal,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,Exclusively borderline case-marking,No case affixes or adpositional clitics,No plural,--,No nominal plural,--,--,--,--,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Genitive-Noun,--
Guaran’,gua,"['WALS-174', 'WALS-200', 'WALS-100']",para1311,Tupi-Guaran’,,Tupian,South America,indeterminate-minimal,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,No case,"Only human nouns, optional",None,No gender,No gender,Absent,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--
Diola-Fogny,dio,"['WALS-174', 'WALS-200']",jola1263,Northern Atlantic,Atlantic,Niger-Congo,Africa,uniform-demnodef,uniform,concord,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural prefix,--,--,Five or more,Non-sex-based,Semantic and formal,--,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause
Icelandic,ice,[],icel1247,Germanic,,Indo-European,Eurasia,mixed-subsective,uniform,concord,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False,--,4 cases,Case suffixes,Plural suffix,--,"All nouns, always obligatory",Three,Sex-based,Semantic and formal,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause
Beja,bej,"['WALS-174', 'WALS-200']",beja1238,Beja,Cushitic,Afro-Asiatic,Africa,mixed-nonsubsective,mixed,concord,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,No case marking,2 cases,Case suffixes,Plural suffix,Monoexponential case,--,Two,Sex-based,Semantic and formal,--,No dominant order,Demonstrative before and after Noun,--,Genitive-Noun,Noun-Relative clause
Sentani,snt,"['WALS-174', 'WALS-200']",nucl1632,Sentani,,Sentani,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,No plural,--,--,None,No gender,No gender,Absent,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,--
Apurinã,apu,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",apur1254,Purus,,Arawakan,South America,indeterminate-minimal,indeterminate,concord,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,Postpositional clitics,Plural suffix,No case,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause
Kutenai,kut,"['WALS-174', 'WALS-200', 'WALS-100']",kute1249,Kutenai,,Kutenai,North America,indeterminate-minimal,indeterminate,concord,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural prefix,Case + referentiality,"Only human nouns, obligatory",None,No gender,No gender,Absent,Only internally-headed relative clauses,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Internally headed
Yurok,yur,"['WALS-174', 'WALS-200']",yuro1248,Yurok,,Algic,North America,indeterminate-1ft,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,Core cases only,Exclusively borderline case-marking,Case suffixes,Mixed morphological plural,No case,--,None,No gender,No gender,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Mixed
Ndyuka,ndy,"['WALS-174', 'WALS-200']",ndyu1242,Creoles and Pidgins,,other,South America,indeterminate-minimal-Donly,indeterminate,concord,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,--,--,None,No gender,No gender,Absent,Adjective-Noun,Noun-Demonstrative,Numeral-Noun,No dominant order,Noun-Relative clause
Bribri,bri,"['WALS-174', 'WALS-200']",brib1243,Talamanca,,Chibchan,North America,indeterminate-minimal-clf,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,No case marking,Exclusively borderline case-marking,No case affixes or adpositional clitics,Plural suffix,--,--,--,--,--,--,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Genitive-Noun,--
Chukchi,chk,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",chuk1273,Northern Chukotko-Kamchatkan,,Chukotko-Kamchatkan,Eurasia,mixed-nonsubsective,mixed,concord,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,Core and non-core,10 or more cases,Case suffixes,Plural suffix,Case + number,"All nouns, always obligatory",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Mixed
Finnish,fin,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",finn1318,Finnic,Finno-Ugric,Uralic,Eurasia,uniform,uniform,concord,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,Core and non-core,10 or more cases,Case suffixes,Plural suffix,Case + number,"All nouns, always obligatory",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause
Hamtai,ham,"['WALS-174', 'WALS-200']",hamt1247,Angan,,Trans-New Guinea,Papunesia,indeterminate-minimal,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,10 or more cases,--,--,--,--,--,--,--,--,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,--,--
Zoque (Copainal‡),zqc,"['WALS-174', 'WALS-200', 'WALS-100']",copa1236,Mixe-Zoque,,Mixe-Zoque,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,2 cases,Case suffixes,Plural suffix,Monoexponential case,--,None,No gender,No gender,--,Adjective-Noun,Demonstrative-Noun,--,Genitive-Noun,--
Korean,kor,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",kore1280,Korean,,Korean,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,6-7 cases,Case suffixes,Plural suffix,Monoexponential case,--,--,--,--,Obligatory,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun
Dizi,diz,[],dizi1235,Dizoid,Omotic,Afro-Asiatic,Africa,indeterminate-1ft,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,--,--,--,--,--,--,Two,Sex-based,Semantic,Absent,--,--,--,--,--
Khmer,khm,"['WALS-174', 'WALS-200']",cent1989,Khmer,Mon-Khmer,Austro-Asiatic,Eurasia,none-clf,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,--,"All nouns, always optional",None,No gender,No gender,Optional,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause
Lak,lak,"['WALS-174', 'WALS-200']",lakk1252,Lak-Dargwa,Daghestanian,Nakh-Daghestanian,Eurasia,mixed-subsective,mixed,concord,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,Core cases only,10 or more cases,Case suffixes,--,--,"All nouns, always obligatory",Four,Sex-based,Semantic,--,Adjective-Noun,--,--,--,--
Yazgulyam,yaz,[],yazg1240,Iranian,,Indo-European,Eurasia,none-clf,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,--,--,--,--,--,--,Two,Sex-based,Semantic,--,--,--,--,--,--
Pashto,psh,[],cent1973,Iranian,,Indo-European,Eurasia,uniform,uniform,concord,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,--,3 cases,Case suffixes,Plural suffix,--,--,Two,Sex-based,Semantic and formal,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause
Greek (Modern),grk,"['WALS-174', 'WALS-200', 'WALS-100']",mode1248,Hellenic,,Indo-European,Eurasia,uniform,uniform,concord,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,Core and non-core,3 cases,Case suffixes,Plural suffix,Case + number,"All nouns, always obligatory",Three,Sex-based,Semantic and formal,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause
Karuk,krk,"['WALS-174', 'WALS-200', 'WALS-100']",karo1304,Karuk,,Karuk,North America,none-clf,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,3 cases,Postpositional clitics,Plural suffix,No case,--,None,No gender,No gender,Absent,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--
Maori,mao,['WALS-200'],maor1246,Oceanic,Eastern Malayo-Polynesian,Austronesian,Papunesia,mixed-nonsubsective,mixed,concord,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,Monoexponential case,"All nouns, always obligatory",None,No gender,No gender,--,Noun-Adjective,Mixed,Noun-Numeral,Noun-Genitive,Noun-Relative clause
Brahui,brh,"['WALS-174', 'WALS-200']",brah1256,Northern Dravidian,,Dravidian,Eurasia,indeterminate-minimal,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,No syncretism,10 or more cases,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,--,--,Noun-Relative clause
Yakut,ykt,[],yaku1245,Turkic,,Altaic,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,--,--,Case suffixes,Plural suffix,--,--,None,No gender,No gender,--,Adjective-Noun,Demonstrative-Noun,--,Genitive-Noun,Relative clause-Noun
Yimas,yim,"['WALS-174', 'WALS-200', 'Hasp-100']",yima1243,Lower Sepik,,Lower Sepik-Ramu,Papunesia,mixed-subsective,mixed,concord,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,No case marking,Exclusively borderline case-marking,Case suffixes,Plural suffix,--,"All nouns, always obligatory",Five or more,Sex-based,Semantic and formal,Absent,No dominant order,Noun-Demonstrative,--,Genitive-Noun,--
Rama,ram,"['WALS-174', 'WALS-200', 'WALS-100']",rama1270,Rama,,Chibchan,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,8-9 cases,No case affixes or adpositional clitics,Plural clitic,Monoexponential case,"Only human nouns, obligatory",None,No gender,No gender,--,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,--
Armenian (Eastern),arm,"['WALS-174', 'WALS-200']",nucl1235,Armenian,,Indo-European,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Core and non-core,5 cases,Case suffixes,Plural suffix,--,"All nouns, always obligatory",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Mixed
Mixtec (Chalcatongo),mxc,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",sanm1295,Mixtecan,,Oto-Manguean,North America,indeterminate-minimal,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,No case,"All nouns, always optional",Five or more,Sex-based,Semantic,Absent,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause
Hindi,hin,"['WALS-174', 'WALS-200', 'WALS-100']",hind1269,Indic,,Indo-European,Eurasia,mixed-subsective,mixed,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,Core and non-core,--,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Correlative
Tsez,tsz,[],dido1241,Avar-Andic-Tsezic,Daghestanian,Nakh-Daghestanian,Eurasia,mixed-subsective,mixed,concord,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,--,--,Case suffixes,Plural suffix,--,--,Four,Sex-based,Semantic and formal,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--
Palauan,pal,[],pala1344,Palauan,,Austronesian,Papunesia,indeterminate-1cat-clf,indeterminate,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,--,No morphological case-marking,No case affixes or adpositional clitics,Plural prefix,--,"Only human nouns, obligatory",None,No gender,No gender,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause
Hmong Njua,hmo,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",hmon1264,Hmong-Mien,,Hmong-Mien,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,--,No case,No nominal plural,None,No gender,No gender,--,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Genitive-Noun,Noun-Relative clause
Khalkha,kha,"['WALS-174', 'WALS-200', 'WALS-100']",halh1238,Mongolic,,Altaic,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,8-9 cases,Case suffixes,Mixed morphological plural,Monoexponential case,"All nouns, always optional",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun
Dani (Lower Grand Valley),dni,"['WALS-174', 'WALS-200', 'WALS-100']",lowe1415,Dani,,Trans-New Guinea,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,6-7 cases,Case suffixes,--,No case,--,None,No gender,No gender,--,--,Noun-Demonstrative,--,Genitive-Noun,Noun-Relative clause
Martuthunira,mrt,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",mart1255,Western Pama-Nyungan,,Pama-Nyungan,Australia,mixed-subsective,mixed,concord,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,Core and non-core,10 or more cases,Case suffixes,Plural suffix,Monoexponential case,--,None,No gender,No gender,Absent,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,No dominant order,Adjoined
Pomo (Central),pmc,[],cent2138,Pomoan,,Hokan,North America,indeterminate-minimal,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,--,--,--,--,--,"Only human nouns, optional",None,No gender,No gender,--,--,--,--,--,--
Paumar’,pau,"['WALS-174', 'WALS-200']",paum1247,Arauan,,Arauan,South America,mixed-nonsubsective,mixed,concord,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,Core cases only,3 cases,Postpositional clitics,No plural,--,--,Four,Sex-based,Semantic,Absent,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Noun-Relative clause
Abip—n,abi,"['WALS-174', 'WALS-200']",abip1241,South Guaicuruan,,Guaicuruan,South America,uniform-clf,uniform,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,--,--,--,--,--,--,No dominant order,Demonstrative-Noun,--,No dominant order,Noun-Relative clause
Tunica,tun,"['WALS-174', 'WALS-200']",tuni1252,Tunica,,Tunica,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,Case suffixes,Plural suffix,--,--,Two,Sex-based,Semantic,Absent,Noun-Adjective,--,--,Genitive-Noun,Noun-Relative clause
Gaelic (Scots),gae,[],scot1245,Celtic,,Indo-European,Eurasia,indeterminate-1cat,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,--,--,Mixed morphological case,Mixed morphological plural,--,--,Two,Sex-based,Semantic and formal,--,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause
Ngiti,nti,"['WALS-174', 'WALS-200']",ngit1239,Lendu,,Central Sudanic,Africa,indeterminate-1ft,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural tone,--,"Only human nouns, obligatory",--,--,--,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--
Sandawe,sdw,['Hasp-100'],sand1273,Sandawe,,Sandawe,Africa,uniform,uniform,concord,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No case marking*,Exclusively borderline case-marking*,Postpositional clitics,Plural suffix,No case*,"Only human nouns, obligatory",Two*,Sex-based*,Semantic and formal*,Absent,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Noun-Relative clause
Tagalog,tag,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",taga1270,Greater Central Philippine,,Austronesian,Papunesia,mixed-nonsubsective,mixed,concord,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,--,Plural word,Case + referentiality,"All nouns, always optional",Two,Sex-based,Semantic,Absent,No dominant order,Mixed,Numeral-Noun,Noun-Genitive,Noun-Relative clause
Mangarrayi,myi,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",mang1381,Mangarrayi,,Mangarrayi-Maran,Australia,uniform,uniform,concord,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,Core cases only,8-9 cases,Mixed morphological case,Plural suffix,Monoexponential case,--,Three,Sex-based,Semantic,Absent,Noun-Adjective,Demonstrative-Noun,No dominant order,No dominant order,Noun-Relative clause
Ju|'hoan,juh,"['WALS-174', 'WALS-200', 'Hasp-100']",juho1239,Ju-Kung,,Kxa,Africa,mixed-subsective,mixed,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural clitic,--,"All nouns, always obligatory",Five or more,Non-sex-based,Semantic and formal,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Genitive-Noun,Noun-Relative clause
Hausa,hau,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",haus1257,West Chadic,Chadic,Afro-Asiatic,Africa,uniform,uniform,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,No syncretism,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,No case,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Adjective-Noun,Mixed,Noun-Numeral,Noun-Genitive,Noun-Relative clause
Acoma,aco,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",west2632,Keresan,,Keresan,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No case marking,No morphological case-marking,--,Plural suffix,No case,"All nouns, always optional",None,No gender,No gender,Absent,No dominant order,Demonstrative-Noun,No dominant order,Genitive-Noun,--
Otom’ (Mezquital),otm,"['WALS-174', 'WALS-200', 'WALS-100']",mezq1235,Otomian,,Oto-Manguean,North America,indeterminate-minimal,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,--,--,--,No case,--,None,No gender,No gender,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause
Igbo,igb,"['WALS-174', 'WALS-200']",nucl1417,Igboid,Benue-Congo,Niger-Congo,Africa,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,--,Mixed morphological plural,--,--,None,No gender,No gender,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause
Cayuvava,cyv,"['WALS-174', 'WALS-200']",cayu1262,Cayuvava,,Cayuvava,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,Prepositional clitics,Plural clitic,No case,--,None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,--
Koasati,koa,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",koas1236,Muskogean,,Muskogean,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No syncretism,6-7 cases,Postpositional clitics,Plural clitic,Monoexponential case,"Only human nouns, optional",None,No gender,No gender,--,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Mixed
Una,una,"['WALS-174', 'WALS-200']",unaa1239,Mek,,Trans-New Guinea,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,No morphological case-marking,No case affixes or adpositional clitics,--,--,--,None,No gender,No gender,--,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Relative clause-Noun
Bambara,bam,"['WALS-174', 'WALS-200']",bamb1269,Western Mande,,Mande,Africa,indeterminate-minimal-weak,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,--,Plural suffix,--,--,--,--,--,--,Noun-Adjective,Mixed,Noun-Numeral,Genitive-Noun,Correlative
Georgian,geo,"['WALS-174', 'WALS-200', 'WALS-100']",nucl1302,Kartvelian,,Kartvelian,Eurasia,indeterminate-1ft,indeterminate,concord,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,Core and non-core,6-7 cases,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause
Cocopa,ccp,[],coco1261,Yuman,,Hokan,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,--,--,--,Monoexponential case,"Only human nouns, obligatory",None,No gender,No gender,--,--,--,--,--,--
Lingala,lin,[],ling1263,Bantoid,Benue-Congo,Niger-Congo,Africa,indeterminate-minimal,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,--,--,--,--,--,--,Five or more,Non-sex-based,Semantic and formal,--,Noun-Adjective,--,--,Noun-Genitive,--
Mauwake,mhl-iso,['Hasp-100'],mauw1238,Madang,,Trans-New Guinea,Papunesia,indeterminate-minimal,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking*,Exclusively borderline case-marking*,Postpositional clitics*,No plural*,No case*,No nominal plural*,None*,No gender*,No gender*,Absent*,Noun-Adjective*,Noun-Demonstrative*,Noun-Numeral*,--,--
Orok,ork,[],orok1265,Tunguistic,,Altaic,Eurasia,indeterminate-1cat,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,--,--,Case suffixes,Plural suffix,--,--,None,No gender,No gender,--,Noun-Adjective,--,Numeral-Noun,Genitive-Noun,--
Tlingit,tli,"['WALS-174', 'WALS-200']",tlin1245,Tlingit,,Na-Dene,North America,none-clf,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,8-9 cases,Case suffixes,Plural suffix,Monoexponential case,--,--,--,--,Obligatory,No dominant order,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun
Ekari,eka,"['WALS-174', 'WALS-200']",ekar1243,Paniani Lakes,,Trans-New Guinea,Papunesia,indeterminate-1cat-clf,indeterminate,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,--,--,No case,--,--,--,--,--,--,--,Noun-Numeral,--,--
Araona,ana,"['WALS-174', 'WALS-200']",arao1248,Tacanan,,Tacanan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Core and non-core,5 cases,Case suffixes,Plural word,Monoexponential case,--,--,--,--,--,Noun-Adjective,Demonstrative-Noun,No dominant order,Genitive-Noun,Noun-Relative clause
Kanuri,knr,"['WALS-174', 'WALS-200']",cent2050,Western Saharan,Saharan,Saharan,Africa,indeterminate-1ft,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,6-7 cases,Postpositional clitics,Plural suffix,--,"All nouns, always obligatory",None,No gender,No gender,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause
